#updating trawl and fixed gear bycatch data for length comp. during 1986-2022 and biomass 2009-2020
#========================================================================================================																																										
#	Gmacs	Main	Data	File	Version	1.1:	BBRKC	Example																																		
#	GEAR_INDEX	DESCRIPTION																																								
#	1	:	Pot	fishery	retained	catch.																																				
#	1	:	Pot	fishery	with	discarded	catch.																																			
#	2	:	Trawl	bycatch																																						
#	3	:	Trawl	survey																																						
#	Fisheries:	1	Pot	Fishery,	2	Pot	Discard,	3	Trawl	by-catch,	4	Tanner bycatch 5 fixed gear																														
#	Surveys:	6	NMFS	Trawl	Survey,	7	BSFRF	Survey																																		
#========================================================================================================																																										
1975	# Start	year																																							
2020	# End	year																																							
7	# Number of seasons																																						
6	# Number of fleets (fishing fleets and surveys)																															
2	# Number of sexes																																						
2	# Number of shell condition types																																				
1	# Number of maturity types																																					
20	# Number of size-classes in the	model																																			
7	# Season recruitment occurs																																						
7	# Season molting and growth occurs																																				
6	# Season to calculate SSB																																					
1	# Season for N output																																					
# maximum size-class (males then females)
20 16
#	size_breaks (a	vector	giving	the	break	points	between	size	intervals,	dim=nclass+1)	
65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165																						
#	Natural	mortality	per	season	input	type	(1	=	vector	by	season,	2	=	matrix	by	season/year)																										
2
#	Proportion of the total	natural	mortality to be	applied	each	season	
0.0000  0.2329	0.0000	0.2671	0.000	0.194   0.306   #1975
0.0000  0.2795	0.0000	0.2205	0.000	0.194   0.306	#1976
0.0000  0.3233	0.0000  0.1767	0.000	0.194   0.306	#1977
0.0000  0.2548	0.0000  0.2452	0.000	0.194   0.306	#1978
0.0000  0.2493	0.0000	0.2507	0.000	0.194   0.306	#1979
0.0000  0.2493	0.0000	0.2507	0.000	0.194   0.306	#1980
0.0000  0.2493	0.0000	0.2507	0.000	0.194   0.306	#1981
0.0000  0.2356	0.0000	0.2644	0.000	0.194   0.306	#1982
0.0000  0.2400	0.0000  0.2600	0.000	0.194   0.306	#1983
0.0000  0.2712	0.0000	0.2288	0.000	0.194   0.306	#1984
0.0000  0.2438	0.0000	0.2562	0.000	0.194   0.306	#1985
0.0000  0.2521	0.0000	0.2479	0.000	0.194   0.306	#1986
0.0000  0.2493	0.0000	0.2507	0.000	0.194   0.306	#1987
0.0000  0.2438	0.0000	0.2562	0.000	0.194   0.306	#1988
0.0000  0.2493	0.0000	0.2507	0.000	0.194   0.306	#1989
0.0000  0.3507	0.0000	0.1493	0.000	0.194   0.306	#1990
0.0000  0.3425	0.0000	0.1575	0.000	0.194   0.306	#1991
0.0000  0.3425	0.0000	0.1575	0.000	0.194   0.306	#1992
0.0000  0.3452	0.0000	0.1548	0.000	0.194   0.306	#1993
0.0000  0.3400	0.0000  0.1600	0.000	0.194   0.306	#1994
0.0000  0.3400	0.0000	0.1600	0.000	0.194   0.306	#1995
0.0000  0.3400	0.0000  0.1600	0.000	0.194   0.306	#1996
0.0000  0.3400	0.0000  0.1600	0.000	0.194   0.306	#1997
0.0000  0.3400	0.0000  0.1600	0.000	0.194   0.306	#1998
0.0000  0.3000  0.0000  0.2000	0.000	0.194   0.306	#1999
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2000
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2001
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2002
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2003
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2004
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2005
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2006
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2007
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2008
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2009
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2010
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2011
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2012
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2013
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2014
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2015
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2016
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2017
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2018
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2019
0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2020
#0.0000  0.3000	0.0000  0.2000	0.000	0.194   0.306	#2021
# Fishing fleet	names (delimited with: no spaces in names)																																
Pot_Fishery Trawl_Bycatch Bairdi_Fishery_Bycatch Fixed_Gear																																										
# Survey names (delimited with: no spaces in names)
NMFS_Trawl BSFRF
# Are the seasons instantaneous (0) or continuous (1)
1 1 1 1 1 1 1
#1 1 1 1 1 1 1
# Number of catch data frames																																					
7																																										
# Number of rows in each data frame
46	31 	31	45	25	25      25
##	————————————————————————————————————————————————————————————————————————————————————	##																																								
##	CATCH	DATA																																								
##	Type of	catch: 1 = retained, 2	= discard, 0 =	total																													
##	Units of catch:	1 = biomass, 2 = numbers																																	
##	for BBRKC Units	are in 1000 mt	for landed & discards.																															
##	————————————————————————————————————————————————————————————————————————————————————	##																																								
##	Male	retained	pot	fishery	(tonnes)												
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality
1975	3	1	1	23281.2	0.03	1	1	1	0	0.2	
1976	3	1	1	28993.6	0.03	1	1	1	0	0.2	
1977	3	1	1	31736.9	0.03	1	1	1	0	0.2	
1978	3	1	1	39743	0.03	1	1	1	0	0.2	
1979	3	1	1	48910	0.03	1	1	1	0	0.2	
1980	3	1	1	58943.6	0.03	1	1	1	0	0.2	
1981	3	1	1	15236.8	0.03	1	1	1	0	0.2	
1982	3	1	1	1361.3	0.03	1	1	1	0	0.2	
1983	3	1	1	0.1	0.03	1	1	1	0	0.2	#AEP
1984	3	1	1	1897.1	0.03	1	1	1	0	0.2	
1985	3	1	1	1893.8	0.03	1	1	1	0	0.2	
1986	3	1	1	5168.2	0.03	1	1	1	0	0.2	
1987	3	1	1	5574.2	0.03	1	1	1	0	0.2	
1988	3	1	1	3351.1	0.03	1	1	1	0	0.2	
1989	3	1	1	4656	0.03	1	1	1	0	0.2	
1990	3	1	1	9272.8	0.03	1	1	1	0	0.2	
1991	3	1	1	7885.1	0.03	1	1	1	0	0.2	
1992	3	1	1	3681.8	0.03	1	1	1	0	0.2	
1993	3	1	1	6659.6	0.03	1	1	1	0	0.2	
1994	3	1	1	42.3	0.03	1	1	1	0	0.2	
1995	3	1	1	36.4	0.03	1	1	1	0	0.2	
1996	3	1	1	3861.7	0.03	1	1	1	0	0.2	
1997	3	1	1	4042.1	0.03	1	1	1	0	0.2	
1998	3	1	1	6779.2	0.03	1	1	1	0	0.2	
1999	3	1	1	5377.9	0.03	1	1	1	0	0.2	
2000	3	1	1	3737.9	0.03	1	1	1	0	0.2	
2001	3	1	1	3866.2	0.03	1	1	1	0	0.2	
2002	3	1	1	4384.5	0.03	1	1	1	0	0.2	
2003	3	1	1	7135.3	0.03	1	1	1	0	0.2	
2004	3	1	1	7006.7	0.03	1	1	1	0	0.2	
2005	3	1	1	8399.7	0.03	1	1	1	0	0.2	
2006	3	1	1	7143.2	0.03	1	1	1	0	0.2	
2007	3	1	1	9303.9	0.03	1	1	1	0	0.2	
2008	3	1	1	9216.1	0.03	1	1	1	0	0.2	
2009	3	1	1	7272.5	0.03	1	1	1	0	0.2	
2010	3	1	1	6761.5	0.03	1	1	1	0	0.2	
2011	3	1	1	3607.1	0.03	1	1	1	0	0.2	
2012	3	1	1	3621.7	0.03	1	1	1	0	0.2	
2013	3	1	1	3991	0.03	1	1	1	0	0.2	
2014	3	1	1	4538.6	0.03	1	1	1	0	0.2	
2015	3	1	1	4613.7	0.03	1	1	1	0	0.2	
2016	3	1	1	3923.9	0.03	1	1	1	0	0.2	
2017	3	1	1	3093.7	0.03	1	1	1	0	0.2	
2018	3	1	1	2026.5	0.03	1	1	1	0	0.2	
2019	3	1	1	1775.3	0.03	1	1	1	0	0.2	
2020	3	1	1	1256.98 0.03	1	1	1	0	0.2	
##	Total Male	pot	fishery	(t)																				
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality
1990	3	1	1	11621.8	0.04	0	1	1	0	0.2
1991	3	1	1	9792.9	0.04	0	1	1	0	0.2
1992	3	1	1	5916.2	0.04	0	1	1	0	0.2
1993	3	1	1	9516.8	0.04	0	1	1	0	0.2
1994	3	1	1	62.3	0.04	0	1	1	0	0.2
1995	3	1	1	52.8	0.04	0	1	1	0	0.2
1996	3	1	1	3845.2	0.04	0	1	1	0	0.2
1997	3	1	1	3758.8	0.04	0	1	1	0	0.2
1998	3	1	1	15644.8	0.04	0	1	1	0	0.2
1999	3	1	1	12112.3	0.04	0	1	1	0	0.2
2000	3	1	1	6579.7	0.04	0	1	1	0	0.2
2001	3	1	1	5711.5	0.04	0	1	1	0	0.2
2002	3	1	1	6961.4	0.04	0	1	1	0	0.2
2003	3	1	1	12166.5	0.04	0	1	1	0	0.2
2004	3	1	1	10692.0	0.04	0	1	1	0	0.2
2005	3	1	1	13615.9	0.04	0	1	1	0	0.2
2006	3	1	1	9254.0	0.04	0	1	1	0	0.2
2007	3	1	1	13871.9	0.04	0	1	1	0	0.2
2008	3	1	1	14894.9	0.04	0	1	1	0	0.2
2009	3	1	1	12218.8	0.04	0	1	1	0	0.2
2010	3	1	1	10095.4	0.04	0	1	1	0	0.2
2011	3	1	1	5665.3	0.04	0	1	1	0	0.2
2012	3	1	1	4495.5	0.04	0	1	1	0	0.2
2013	3	1	1	5305.9	0.04	0	1	1	0	0.2
2014	3	1	1	8113.8	0.04	0	1	1	0	0.2
2015	3	1	1	6726.8	0.04	0	1	1	0	0.2
2016	3	1	1	5651.8	0.04	0	1	1	0	0.2
2017	3	1	1	4077.2	0.04	0	1	1	0	0.2
2018	3	1	1	3423.2	0.04	0	1	1	0	0.2
2019	3	1	1	3144.6	0.04	0	1	1	0	0.2
2020	3	1	1	2299.7	0.04	0	1	1	0	0.2
##	Female	discards	Pot	fishery											
#year seas fleet sex obs	cv	 type units	mult effort	discard_mortality
1990	3	1	2	3196.2	0.07	0	1	1	0	0.2
1991	3	1	2	233.9	0.07	0	1	1	0	0.2
1992	3	1	2	1976.3	0.07	0	1	1	0	0.2
1993	3	1	2	3141.5	0.07	0	1	1	0	0.2
1994	3	1	2	1.877	0.07	0	1	1	0	0.2
1995	3	1	2	1.612	0.07	0	1	1	0	0.2
1996	3	1	2	5.1	    0.07	0	1	1	0	0.2
1997	3	1	2	182.7	0.07	0	1	1	0	0.2
1998	3	1	2	2769.3	0.07	0	1	1	0	0.2
1999	3	1	2	28.0	0.07	0	1	1	0	0.2
2000	3	1	2	821.9	0.07	0	1	1	0	0.2
2001	3	1	2	604.0	0.07	0	1	1	0	0.2
2002	3	1	2	45.6	0.07	0	1	1	0	0.2
2003	3	1	2	1784.4	0.07	0	1	1	0	0.2
2004	3	1	2	859.2	0.07	0	1	1	0	0.2
2005	3	1	2	2027.1	0.07	0	1	1	0	0.2
2006	3	1	2	187.4	0.07	0	1	1	0	0.2
2007	3	1	2	799.4	0.07	0	1	1	0	0.2
2008	3	1	2	724.2	0.07	0	1	1	0	0.2
2009	3	1	2	441.3	0.07	0	1	1	0	0.2
2010	3	1	2	592.6	0.07	0	1	1	0	0.2
2011	3	1	2	124.8	0.07	0	1	1	0	0.2
2012	3	1	2	55.9	0.07	0	1	1	0	0.2
2013	3	1	2	490.7	0.07	0	1	1	0	0.2
2014	3	1	2	424.3	0.07	0	1	1	0	0.2
2015	3	1	2	1195.6	0.07	0	1	1	0	0.2
2016	3	1	2	617.2	0.07	0	1	1	0	0.2
2017	3	1	2	266.9	0.07	0	1	1	0	0.2
2018	3	1	2	750.4	0.07	0	1	1	0	0.2
2019	3	1	2	218.0	0.07	0	1	1	0	0.2
2020	3	1	2	76.1	0.07	0	1	1	0	0.2
##	Trawl	fishery	discards (t, without applying to handling mortality rate)			
#year	seas	fleet	sex	obs	cv	type	units	mult	effort	discard_mortality
1976	5	2	0	853.494	    0.10	2	1	1	0	0.8
1977	5	2	0	1562.313	0.10	2	1	1	0	0.8
1978	5	2	0	1650.775	0.10	2	1	1	0	0.8
1979	5	2	0	1664.925	0.10	2	1	1	0	0.8
1980	5	2	0	1295.625	0.10	2	1	1	0	0.8
1981	5	2	0	274.229	    0.10	2	1	1	0	0.8
1982	5	2	0	718.610	    0.10	2	1	1	0	0.8
1983	5	2	0	525.554	    0.10	2	1	1	0	0.8
1984	5	2	0	1367.550	0.10	2	1	1	0	0.8
1985	5	2	0	487.576	    0.10	2	1	1	0	0.8
